word_shown	valid	dummy	response	correct	response_time
platery	false	true	no	yes	12743
denial	true	true	yes	yes	1831
generic	true	true	yes	yes	2103
mensible	false	false	no	yes	3671
scornful	true	false	no	no	5176
stoutly	true	false	no	no	5015
ablaze	true	false	yes	yes	7272
kermshaw	false	false	no	yes	6240
moonlit	true	false	no	no	5199
lofty	true	false	yes	yes	4855
hurricane	true	false	yes	yes	2047
flaw	true	false	yes	yes	1383
alberation	false	false	yes	no	1647
unkempt	true	false	no	no	2064
breeding	true	false	yes	yes	1360
festivity	true	false	yes	yes	1944
screech	true	false	yes	yes	1592
savoury	true	false	yes	yes	2559
plaudate	false	false	no	yes	2640
shin	true	false	yes	yes	1376
fluid	true	false	yes	yes	848
spaunch	false	false	no	yes	6440
allied	true	false	yes	yes	2112
slain	true	false	yes	yes	2112
recipient	true	false	yes	yes	1544
exprate	false	false	no	yes	4823
eloquence	true	false	yes	yes	3136
cleanliness	true	false	yes	yes	5320
dispatch	true	false	yes	yes	1279
rebondicate	false	false	no	yes	4279
ingenious	true	false	yes	yes	1855
bewitch	true	false	no	no	3240
skave	false	false	no	yes	2520
plaintively	true	false	yes	yes	3272
kilp	false	false	no	yes	2928
interfate	false	false	yes	no	6184
hasty	true	false	yes	yes	3528
lengthy	true	false	yes	yes	2392
fray	true	false	yes	yes	2559
crumper	false	false	no	yes	2079
upkeep	true	false	yes	yes	1871
majestic	true	false	yes	yes	1063
magrity	false	false	no	yes	5327
nourishment	true	false	yes	yes	1367
abergy	false	false	no	yes	1983
proom	false	false	no	yes	1224
turmoil	true	false	yes	yes	984
carbohydrate	true	false	yes	yes	1872
scholar	true	false	yes	yes	1128
turtle	true	false	yes	yes	1152
fellick	false	false	no	yes	1536
destription	false	false	no	yes	2240
cylinder	true	false	yes	yes	1616
censorship	true	false	yes	yes	1408
celestial	true	false	yes	yes	1552
rascal	true	false	yes	yes	1072
purrage	false	false	no	yes	5432
pulsh	false	false	no	yes	3064
muddy	true	false	yes	yes	1120
quirty	false	false	no	yes	2680
pudour	false	false	no	yes	6303
listless	true	false	no	no	3823
wrought	true	false	yes	yes	3359
