word_shown	valid	dummy	response	correct	response_time
platery	false	true	yes	no	3079
denial	true	true	yes	yes	1079
generic	true	true	yes	yes	1504
mensible	false	false	yes	no	2152
scornful	true	false	yes	yes	1656
stoutly	true	false	no	no	1568
ablaze	true	false	yes	yes	1560
kermshaw	false	false	no	yes	1551
moonlit	true	false	yes	yes	1824
lofty	true	false	yes	yes	879
hurricane	true	false	yes	yes	935
flaw	true	false	yes	yes	847
alberation	false	false	no	yes	1975
unkempt	true	false	yes	yes	3976
breeding	true	false	yes	yes	919
festivity	true	false	yes	yes	2048
screech	true	false	yes	yes	1504
savoury	true	false	yes	yes	1600
plaudate	false	false	no	yes	1408
shin	true	false	yes	yes	1128
fluid	true	false	yes	yes	816
spaunch	false	false	no	yes	1552
allied	true	false	yes	yes	768
slain	true	false	yes	yes	2607
recipient	true	false	yes	yes	1375
exprate	false	false	no	yes	1343
eloquence	true	false	yes	yes	1303
cleanliness	true	false	yes	yes	943
dispatch	true	false	yes	yes	1032
rebondicate	false	false	no	yes	3056
ingenious	true	false	yes	yes	2176
bewitch	true	false	yes	yes	1288
skave	false	false	no	yes	1304
plaintively	true	false	no	no	3576
kilp	false	false	yes	no	1911
interfate	false	false	yes	no	1191
hasty	true	false	yes	yes	904
lengthy	true	false	yes	yes	1351
fray	true	false	yes	yes	1039
crumper	false	false	no	yes	2063
upkeep	true	false	no	no	3007
majestic	true	false	yes	yes	952
magrity	false	false	yes	no	2816
nourishment	true	false	yes	yes	1088
abergy	false	false	no	yes	1696
proom	false	false	no	yes	1648
turmoil	true	false	yes	yes	1192
carbohydrate	true	false	yes	yes	1272
scholar	true	false	yes	yes	1224
turtle	true	false	yes	yes	1272
fellick	false	false	no	yes	2079
destription	false	false	yes	no	967
cylinder	true	false	yes	yes	1711
censorship	true	false	yes	yes	727
celestial	true	false	yes	yes	1152
rascal	true	false	yes	yes	855
purrage	false	false	yes	no	1184
pulsh	false	false	no	yes	1200
muddy	true	false	yes	yes	911
quirty	false	false	no	yes	2160
pudour	false	false	no	yes	2960
listless	true	false	yes	yes	1304
wrought	true	false	no	no	2520
