word_shown	valid	dummy	response	correct	response_time
platery	false	true	no	yes	35823
denial	true	true	yes	yes	4231
generic	true	true	yes	yes	1504
mensible	false	false	no	yes	5303
scornful	true	false	yes	yes	2712
stoutly	true	false	no	no	11039
ablaze	true	false	yes	yes	2479
kermshaw	false	false	no	yes	2864
moonlit	true	false	yes	yes	1928
lofty	true	false	no	no	6552
hurricane	true	false	yes	yes	2064
flaw	true	false	yes	yes	1104
alberation	false	false	no	yes	8128
unkempt	true	false	no	no	4952
breeding	true	false	yes	yes	1455
festivity	true	false	yes	yes	1207
screech	true	false	yes	yes	11095
savoury	true	false	yes	yes	21471
plaudate	false	false	no	yes	6304
shin	true	false	yes	yes	1256
fluid	true	false	yes	yes	936
spaunch	false	false	no	yes	4927
allied	true	false	yes	yes	1319
slain	true	false	no	no	2815
recipient	true	false	yes	yes	1087
exprate	false	false	no	yes	4431
eloquence	true	false	yes	yes	1407
cleanliness	true	false	yes	yes	1135
dispatch	true	false	yes	yes	992
rebondicate	false	false	no	yes	5448
ingenious	true	false	yes	yes	3096
bewitch	true	false	yes	yes	1456
skave	false	false	no	yes	9096
plaintively	true	false	no	no	10560
kilp	false	false	no	yes	2687
interfate	false	false	no	yes	11263
hasty	true	false	yes	yes	1839
lengthy	true	false	yes	yes	5032
fray	true	false	no	no	6200
crumper	false	false	no	yes	9560
upkeep	true	false	yes	yes	2199
majestic	true	false	yes	yes	1504
magrity	false	false	no	yes	13447
nourishment	true	false	yes	yes	1343
abergy	false	false	no	yes	3248
proom	false	false	no	yes	3704
turmoil	true	false	yes	yes	2720
carbohydrate	true	false	yes	yes	1616
scholar	true	false	yes	yes	1152
turtle	true	false	yes	yes	792
fellick	false	false	no	yes	6352
destription	false	false	no	yes	4704
cylinder	true	false	yes	yes	1496
censorship	true	false	yes	yes	4575
celestial	true	false	yes	yes	1200
rascal	true	false	yes	yes	1559
purrage	false	false	no	yes	4319
pulsh	false	false	no	yes	1831
muddy	true	false	yes	yes	1431
quirty	false	false	no	yes	16839
pudour	false	false	no	yes	3496
listless	true	false	no	no	17039
wrought	true	false	no	no	12247
