word_shown	valid	dummy	response	correct	response_time
platery	false	true	yes	no	9455
denial	true	true	yes	yes	1479
generic	true	true	yes	yes	1768
mensible	false	false	yes	no	5968
scornful	true	false	yes	yes	1088
stoutly	true	false	yes	yes	3928
ablaze	true	false	yes	yes	2024
kermshaw	false	false	yes	no	2167
moonlit	true	false	yes	yes	3079
lofty	true	false	yes	yes	1415
hurricane	true	false	yes	yes	2639
flaw	true	false	yes	yes	1871
alberation	false	false	yes	no	3943
unkempt	true	false	no	no	2447
breeding	true	false	yes	yes	1216
festivity	true	false	yes	yes	1224
screech	true	false	yes	yes	1448
savoury	true	false	yes	yes	7552
plaudate	false	false	yes	no	3992
shin	true	false	yes	yes	7255
fluid	true	false	yes	yes	1119
spaunch	false	false	no	yes	4151
allied	true	false	yes	yes	1207
slain	true	false	no	no	5088
recipient	true	false	yes	yes	1136
exprate	false	false	yes	no	5264
eloquence	true	false	no	no	1920
cleanliness	true	false	yes	yes	6152
dispatch	true	false	yes	yes	1008
rebondicate	false	false	yes	no	3112
ingenious	true	false	yes	yes	1207
bewitch	true	false	yes	yes	1815
skave	false	false	yes	no	3799
plaintively	true	false	no	no	5007
kilp	false	false	yes	no	2287
interfate	false	false	yes	no	2344
hasty	true	false	yes	yes	1608
lengthy	true	false	yes	yes	1080
fray	true	false	yes	yes	992
crumper	false	false	yes	no	3488
upkeep	true	false	yes	yes	1800
majestic	true	false	yes	yes	1440
magrity	false	false	yes	no	4168
nourishment	true	false	yes	yes	1296
abergy	false	false	yes	no	2751
proom	false	false	yes	no	1504
turmoil	true	false	yes	yes	1279
carbohydrate	true	false	yes	yes	1239
scholar	true	false	yes	yes	1143
turtle	true	false	yes	yes	855
fellick	false	false	no	yes	2231
destription	false	false	yes	no	1855
cylinder	true	false	yes	yes	856
censorship	true	false	yes	yes	1000
celestial	true	false	yes	yes	1080
rascal	true	false	yes	yes	920
purrage	false	false	yes	no	1736
pulsh	false	false	yes	no	1032
muddy	true	false	yes	yes	920
quirty	false	false	yes	no	1696
pudour	false	false	yes	no	4144
listless	true	false	no	no	3336
wrought	true	false	yes	yes	1712
