word_shown	valid	dummy	response	correct	response_time
platery	false	true	no	yes	4528
denial	true	true	yes	yes	1368
generic	true	true	yes	yes	1191
mensible	false	false	no	yes	5759
scornful	true	false	yes	yes	1464
stoutly	true	false	yes	yes	1535
ablaze	true	false	yes	yes	1816
kermshaw	false	false	no	yes	4776
moonlit	true	false	yes	yes	2695
lofty	true	false	no	no	5807
hurricane	true	false	yes	yes	928
flaw	true	false	yes	yes	1144
alberation	false	false	no	yes	1887
unkempt	true	false	no	no	4696
breeding	true	false	yes	yes	976
festivity	true	false	yes	yes	808
screech	true	false	yes	yes	1056
savoury	true	false	yes	yes	1808
plaudate	false	false	no	yes	2087
shin	true	false	yes	yes	1975
fluid	true	false	yes	yes	1247
spaunch	false	false	no	yes	2999
allied	true	false	yes	yes	1143
slain	true	false	yes	yes	2544
recipient	true	false	yes	yes	1400
exprate	false	false	no	yes	3640
eloquence	true	false	yes	yes	2560
cleanliness	true	false	yes	yes	1256
dispatch	true	false	yes	yes	1736
rebondicate	false	false	no	yes	2839
ingenious	true	false	yes	yes	1711
bewitch	true	false	yes	yes	2200
skave	false	false	no	yes	2120
plaintively	true	false	no	no	6256
kilp	false	false	no	yes	1632
interfate	false	false	no	yes	3168
hasty	true	false	yes	yes	1375
lengthy	true	false	yes	yes	2783
fray	true	false	yes	yes	6863
crumper	false	false	no	yes	2152
upkeep	true	false	yes	yes	3064
majestic	true	false	yes	yes	1152
magrity	false	false	no	yes	2488
nourishment	true	false	yes	yes	1447
abergy	false	false	no	yes	2751
proom	false	false	no	yes	2623
turmoil	true	false	yes	yes	1152
carbohydrate	true	false	yes	yes	1272
scholar	true	false	yes	yes	1496
turtle	true	false	yes	yes	1096
fellick	false	false	no	yes	2176
destription	false	false	no	yes	2008
cylinder	true	false	yes	yes	1672
censorship	true	false	yes	yes	1304
celestial	true	false	yes	yes	1296
rascal	true	false	yes	yes	1127
purrage	false	false	no	yes	2583
pulsh	false	false	no	yes	1639
muddy	true	false	yes	yes	1135
quirty	false	false	no	yes	3103
pudour	false	false	yes	no	3384
listless	true	false	yes	yes	1000
wrought	true	false	yes	yes	3680
