word_shown	valid	dummy	response	correct	response_time
platery	false	true	no	yes	4872
denial	true	true	yes	yes	1118
generic	true	true	yes	yes	815
mensible	false	false	yes	no	1159
scornful	true	false	yes	yes	919
stoutly	true	false	yes	yes	975
ablaze	true	false	yes	yes	1199
kermshaw	false	false	no	yes	1040
moonlit	true	false	yes	yes	1704
lofty	true	false	yes	yes	1176
hurricane	true	false	yes	yes	1576
flaw	true	false	yes	yes	824
alberation	false	false	no	yes	1368
unkempt	true	false	no	no	2016
breeding	true	false	yes	yes	912
festivity	true	false	yes	yes	768
screech	true	false	yes	yes	760
savoury	true	false	yes	yes	1056
plaudate	false	false	no	yes	1568
shin	true	false	yes	yes	1303
fluid	true	false	yes	yes	823
spaunch	false	false	no	yes	1087
allied	true	false	yes	yes	1175
slain	true	false	yes	yes	967
recipient	true	false	yes	yes	847
exprate	false	false	no	yes	1632
eloquence	true	false	yes	yes	1088
cleanliness	true	false	yes	yes	920
dispatch	true	false	yes	yes	968
rebondicate	false	false	no	yes	1320
ingenious	true	false	yes	yes	1408
bewitch	true	false	yes	yes	1256
skave	false	false	no	yes	1088
plaintively	true	false	yes	yes	1712
kilp	false	false	no	yes	1384
interfate	false	false	no	yes	1608
hasty	true	false	yes	yes	920
lengthy	true	false	yes	yes	935
fray	true	false	yes	yes	1487
crumper	false	false	no	yes	944
upkeep	true	false	yes	yes	1024
majestic	true	false	yes	yes	895
magrity	false	false	no	yes	1295
nourishment	true	false	yes	yes	967
abergy	false	false	no	yes	2383
proom	false	false	no	yes	1208
turmoil	true	false	yes	yes	992
carbohydrate	true	false	yes	yes	1360
scholar	true	false	yes	yes	872
turtle	true	false	yes	yes	776
fellick	false	false	no	yes	944
destription	false	false	no	yes	2328
cylinder	true	false	yes	yes	1016
censorship	true	false	yes	yes	1256
celestial	true	false	yes	yes	880
rascal	true	false	yes	yes	920
purrage	false	false	no	yes	1256
pulsh	false	false	no	yes	1311
muddy	true	false	yes	yes	1231
quirty	false	false	no	yes	2303
pudour	false	false	no	yes	1127
listless	true	false	yes	yes	872
wrought	true	false	yes	yes	799
