word_shown	valid	dummy	response	correct	response_time
platery	false	true	no	yes	6264
denial	true	true	yes	yes	1527
generic	true	true	yes	yes	1088
mensible	false	false	no	yes	3224
scornful	true	false	yes	yes	1240
stoutly	true	false	yes	yes	2288
ablaze	true	false	yes	yes	2120
kermshaw	false	false	no	yes	2416
moonlit	true	false	yes	yes	2976
lofty	true	false	yes	yes	1776
hurricane	true	false	yes	yes	1264
flaw	true	false	yes	yes	1416
alberation	false	false	yes	no	3112
unkempt	true	false	no	no	4639
breeding	true	false	yes	yes	1487
festivity	true	false	yes	yes	1623
screech	true	false	yes	yes	1759
savoury	true	false	yes	yes	1247
plaudate	false	false	no	yes	3016
shin	true	false	yes	yes	1248
fluid	true	false	yes	yes	976
spaunch	false	false	no	yes	2952
allied	true	false	yes	yes	1320
slain	true	false	yes	yes	1784
recipient	true	false	yes	yes	1656
exprate	false	false	no	yes	2944
eloquence	true	false	yes	yes	1896
cleanliness	true	false	yes	yes	1496
dispatch	true	false	yes	yes	1920
rebondicate	false	false	no	yes	3792
ingenious	true	false	yes	yes	1608
bewitch	true	false	yes	yes	1800
skave	false	false	no	yes	2696
plaintively	true	false	yes	yes	3967
kilp	false	false	no	yes	2399
interfate	false	false	no	yes	3679
hasty	true	false	yes	yes	1415
lengthy	true	false	yes	yes	1551
fray	true	false	yes	yes	1399
crumper	false	false	yes	no	3943
upkeep	true	false	yes	yes	3295
majestic	true	false	yes	yes	1112
magrity	false	false	no	yes	2816
nourishment	true	false	yes	yes	1152
abergy	false	false	no	yes	4720
proom	false	false	no	yes	4096
turmoil	true	false	yes	yes	2120
carbohydrate	true	false	yes	yes	1304
scholar	true	false	yes	yes	1712
turtle	true	false	yes	yes	2920
fellick	false	false	no	yes	2120
destription	false	false	no	yes	3751
cylinder	true	false	yes	yes	1872
censorship	true	false	yes	yes	1272
celestial	true	false	yes	yes	1199
rascal	true	false	yes	yes	1247
purrage	false	false	no	yes	4160
pulsh	false	false	no	yes	3063
muddy	true	false	yes	yes	1215
quirty	false	false	no	yes	3664
pudour	false	false	no	yes	4392
listless	true	false	yes	yes	2240
wrought	true	false	yes	yes	1552
