word_shown	valid	dummy	response	correct	response_time
platery	false	true	no	yes	5288
denial	true	true	yes	yes	1095
generic	true	true	yes	yes	1368
mensible	false	false	no	yes	2344
scornful	true	false	yes	yes	2704
stoutly	true	false	yes	yes	1808
ablaze	true	false	no	no	1240
kermshaw	false	false	no	yes	3535
moonlit	true	false	yes	yes	1295
lofty	true	false	yes	yes	1567
hurricane	true	false	yes	yes	1471
flaw	true	false	yes	yes	1999
alberation	false	false	no	yes	2103
unkempt	true	false	no	no	1592
breeding	true	false	yes	yes	1304
festivity	true	false	yes	yes	1128
screech	true	false	yes	yes	1728
savoury	true	false	yes	yes	2520
plaudate	false	false	no	yes	2008
shin	true	false	yes	yes	1744
fluid	true	false	yes	yes	1160
spaunch	false	false	no	yes	1288
allied	true	false	yes	yes	1064
slain	true	false	yes	yes	1424
recipient	true	false	yes	yes	1056
exprate	false	false	no	yes	1728
eloquence	true	false	yes	yes	2400
cleanliness	true	false	yes	yes	1192
dispatch	true	false	yes	yes	1088
rebondicate	false	false	no	yes	1896
ingenious	true	false	no	no	2791
bewitch	true	false	no	no	2008
skave	false	false	yes	no	2960
plaintively	true	false	yes	yes	1415
kilp	false	false	no	yes	2887
interfate	false	false	yes	no	2351
hasty	true	false	yes	yes	1719
lengthy	true	false	yes	yes	1480
fray	true	false	yes	yes	2144
crumper	false	false	no	yes	1864
upkeep	true	false	yes	yes	2288
majestic	true	false	yes	yes	1488
magrity	false	false	yes	no	3232
nourishment	true	false	yes	yes	1288
abergy	false	false	no	yes	1536
proom	false	false	no	yes	1464
turmoil	true	false	yes	yes	2016
carbohydrate	true	false	yes	yes	2096
scholar	true	false	yes	yes	1320
turtle	true	false	yes	yes	1136
fellick	false	false	no	yes	1448
destription	false	false	no	yes	3591
cylinder	true	false	yes	yes	1184
censorship	true	false	yes	yes	1215
celestial	true	false	yes	yes	1095
rascal	true	false	yes	yes	1047
purrage	false	false	no	yes	1503
pulsh	false	false	yes	no	2520
muddy	true	false	yes	yes	1199
quirty	false	false	yes	no	1999
pudour	false	false	no	yes	1615
listless	true	false	no	no	1911
wrought	true	false	yes	yes	2687
