word_shown	valid	dummy	response	correct	response_time
platery	false	true	no	yes	19807
denial	true	true	yes	yes	1559
generic	true	true	yes	yes	1488
mensible	false	false	no	yes	3696
scornful	true	false	yes	yes	2296
stoutly	true	false	yes	yes	2968
ablaze	true	false	no	no	2352
kermshaw	false	false	yes	no	2416
moonlit	true	false	yes	yes	2376
lofty	true	false	yes	yes	1104
hurricane	true	false	yes	yes	1712
flaw	true	false	yes	yes	1287
alberation	false	false	yes	no	1871
unkempt	true	false	no	no	2063
breeding	true	false	yes	yes	1135
festivity	true	false	yes	yes	1015
screech	true	false	yes	yes	1639
savoury	true	false	yes	yes	1943
plaudate	false	false	yes	no	3864
shin	true	false	yes	yes	1439
fluid	true	false	yes	yes	1144
spaunch	false	false	yes	no	3240
allied	true	false	yes	yes	1752
slain	true	false	yes	yes	1432
recipient	true	false	yes	yes	2888
exprate	false	false	yes	no	3512
eloquence	true	false	no	no	2736
cleanliness	true	false	yes	yes	3880
dispatch	true	false	yes	yes	1135
rebondicate	false	false	yes	no	3815
ingenious	true	false	yes	yes	1223
bewitch	true	false	yes	yes	4391
skave	false	false	yes	no	1063
plaintively	true	false	yes	yes	7416
kilp	false	false	yes	no	1040
interfate	false	false	yes	no	1480
hasty	true	false	yes	yes	1712
lengthy	true	false	yes	yes	2944
fray	true	false	yes	yes	1136
crumper	false	false	yes	no	1448
upkeep	true	false	yes	yes	2056
majestic	true	false	yes	yes	1440
magrity	false	false	yes	no	1895
nourishment	true	false	yes	yes	1952
abergy	false	false	no	yes	2479
proom	false	false	yes	no	719
turmoil	true	false	yes	yes	6343
carbohydrate	true	false	yes	yes	1295
scholar	true	false	yes	yes	848
turtle	true	false	yes	yes	768
fellick	false	false	yes	no	2056
destription	false	false	yes	no	3064
cylinder	true	false	yes	yes	1184
censorship	true	false	yes	yes	936
celestial	true	false	yes	yes	1288
rascal	true	false	yes	yes	1416
purrage	false	false	yes	no	1800
pulsh	false	false	yes	no	3904
muddy	true	false	yes	yes	1272
quirty	false	false	yes	no	1680
pudour	false	false	yes	no	5079
listless	true	false	yes	yes	1783
wrought	true	false	no	no	5167
