word_shown	valid	dummy	response	correct	response_time
platery	false	true	yes	no	6519
denial	true	true	yes	yes	4735
generic	true	true	yes	yes	2184
mensible	false	false	no	yes	5072
scornful	true	false	yes	yes	1623
stoutly	true	false	yes	yes	4543
ablaze	true	false	no	no	1775
kermshaw	false	false	no	yes	2223
moonlit	true	false	no	no	4399
lofty	true	false	yes	yes	1399
hurricane	true	false	yes	yes	1215
flaw	true	false	yes	yes	1056
alberation	false	false	yes	no	3736
unkempt	true	false	no	no	2312
breeding	true	false	yes	yes	1512
festivity	true	false	yes	yes	1488
screech	true	false	yes	yes	1576
savoury	true	false	yes	yes	3216
plaudate	false	false	no	yes	5344
shin	true	false	no	no	3935
fluid	true	false	yes	yes	1175
spaunch	false	false	no	yes	3271
allied	true	false	yes	yes	1175
slain	true	false	yes	yes	1144
recipient	true	false	yes	yes	3152
exprate	false	false	no	yes	3368
eloquence	true	false	no	no	3856
cleanliness	true	false	yes	yes	1128
dispatch	true	false	yes	yes	1024
rebondicate	false	false	no	yes	3856
ingenious	true	false	yes	yes	1208
bewitch	true	false	yes	yes	1168
skave	false	false	no	yes	1936
plaintively	true	false	yes	yes	1120
kilp	false	false	no	yes	1216
interfate	false	false	yes	no	4792
hasty	true	false	yes	yes	2871
lengthy	true	false	no	no	7367
fray	true	false	no	no	1255
crumper	false	false	no	yes	2263
upkeep	true	false	yes	yes	4088
majestic	true	false	yes	yes	888
magrity	false	false	no	yes	2368
nourishment	true	false	yes	yes	920
abergy	false	false	yes	no	2272
proom	false	false	no	yes	1400
turmoil	true	false	yes	yes	1768
carbohydrate	true	false	yes	yes	1336
scholar	true	false	yes	yes	1856
turtle	true	false	yes	yes	783
fellick	false	false	no	yes	1432
destription	false	false	yes	no	1471
cylinder	true	false	yes	yes	1055
censorship	true	false	yes	yes	1567
celestial	true	false	yes	yes	1071
rascal	true	false	yes	yes	951
purrage	false	false	yes	no	1415
pulsh	false	false	no	yes	1423
muddy	true	false	yes	yes	1319
quirty	false	false	no	yes	2679
pudour	false	false	no	yes	2015
listless	true	false	yes	yes	3400
wrought	true	false	no	no	1912
