word_shown	valid	dummy	response	correct	response_time
platery	false	true	no	yes	5219
denial	true	true	yes	yes	1295
generic	true	true	yes	yes	1192
mensible	false	false	no	yes	1720
scornful	true	false	yes	yes	2944
stoutly	true	false	no	no	1504
ablaze	true	false	yes	yes	2536
kermshaw	false	false	no	yes	1280
moonlit	true	false	yes	yes	1920
lofty	true	false	no	no	2632
hurricane	true	false	yes	yes	927
flaw	true	false	yes	yes	1128
alberation	false	false	no	yes	1695
unkempt	true	false	no	no	1312
breeding	true	false	yes	yes	1144
festivity	true	false	yes	yes	1160
screech	true	false	yes	yes	1335
savoury	true	false	yes	yes	1503
plaudate	false	false	no	yes	1399
shin	true	false	yes	yes	1015
fluid	true	false	yes	yes	1055
spaunch	false	false	no	yes	1183
allied	true	false	yes	yes	1239
slain	true	false	no	no	1367
recipient	true	false	yes	yes	1143
exprate	false	false	no	yes	1167
eloquence	true	false	no	no	1367
cleanliness	true	false	yes	yes	1152
dispatch	true	false	yes	yes	1120
rebondicate	false	false	no	yes	1896
ingenious	true	false	yes	yes	2024
bewitch	true	false	yes	yes	1392
skave	false	false	yes	no	1288
plaintively	true	false	no	no	2200
kilp	false	false	no	yes	1400
interfate	false	false	no	yes	1856
hasty	true	false	yes	yes	1312
lengthy	true	false	yes	yes	1712
fray	true	false	yes	yes	1584
crumper	false	false	no	yes	1360
upkeep	true	false	no	no	1376
majestic	true	false	yes	yes	1280
magrity	false	false	no	yes	1584
nourishment	true	false	yes	yes	1776
abergy	false	false	no	yes	2560
proom	false	false	no	yes	1431
turmoil	true	false	yes	yes	1151
carbohydrate	true	false	yes	yes	1207
scholar	true	false	yes	yes	991
turtle	true	false	yes	yes	1015
fellick	false	false	no	yes	1239
destription	false	false	yes	no	1199
cylinder	true	false	yes	yes	999
censorship	true	false	yes	yes	1127
celestial	true	false	yes	yes	1343
rascal	true	false	yes	yes	976
purrage	false	false	no	yes	1279
pulsh	false	false	no	yes	1511
muddy	true	false	yes	yes	960
quirty	false	false	no	yes	1552
pudour	false	false	no	yes	1040
listless	true	false	no	no	1648
wrought	true	false	no	no	1192
